rowNo,tconst,title,Month,revenue
27200,tt1421051,Somewhere,December,322534
27201,tt1805411,Son of God,February,9457989
27202,tt3210686,Son of God,February,9457989
27203,tt1805411,Son of God,March,48491062
27204,tt3210686,Son of God,March,48491062
27205,tt1805411,Son of God,April,1643281
27206,tt3210686,Son of God,April,1643281
27207,tt1805411,Son of God,May,92876
27208,tt3210686,Son of God,May,92876
27209,tt0845046,Son of Rambow,May,1129510
27210,tt0845046,Son of Rambow,June,537532
27211,tt0845046,Son of Rambow,July,106576
27212,tt0845046,Son of Rambow,August,11887
27213,tt0362165,Son of the Mask,February,14207440
27214,tt0362165,Son of the Mask,March,1798000
27215,tt8108200,Sonchiriya,March,86765
27216,tt2182972,Song One,January,20200
27217,tt0184327,Song of the Sea,January,173732
27218,tt1865505,Song of the Sea,January,173732
27219,tt0184327,Song of the Sea,February,340432
27220,tt1865505,Song of the Sea,February,340432
27221,tt0184327,Song of the Sea,March,236988
27222,tt1865505,Song of the Sea,March,236988
27223,tt0184327,Song of the Sea,April,38296
27224,tt1865505,Song of the Sea,April,38296
27225,tt0184327,Song of the Sea,May,15642
27226,tt1865505,Song of the Sea,May,15642
27227,tt0184327,Song of the Sea,December,52432
27228,tt1865505,Song of the Sea,December,52432
27229,tt3794354,Sonic the Hedgehog,February,123468116
27230,tt3794354,Sonic the Hedgehog,March,22598354
27231,tt12412888,Sonic the Hedgehog 2,April,157612473
27232,tt12412888,Sonic the Hedgehog 2,May,28477380
27233,tt12412888,Sonic the Hedgehog 2,June,4764039
27234,tt12412888,Sonic the Hedgehog 2,July,62521
27235,tt12545904,Soorma,July,387600
27236,tt7690638,Soorma,July,387600
27237,tt12545904,Soorma,August,2477
27238,tt7690638,Soorma,August,2477
27239,tt9531772,Sooryavanshi,November,2557161
27240,tt0279781,Sorority Boys,March,8067440
27241,tt0279781,Sorority Boys,April,1735765
27242,tt1232783,Sorority Row,September,10934110
27243,tt1232783,Sorority Row,October,1016041
27244,tt1232783,Sorority Row,November,15131
27245,tt5688932,Sorry to Bother You,July,13712244
27246,tt5688932,Sorry to Bother You,August,3047912
27247,tt5688932,Sorry to Bother You,September,688886
27248,tt5688932,Sorry to Bother You,October,44029
27249,tt5688932,Sorry to Bother You,November,25
27250,tt1111948,Soul Men,January,63688
27251,tt1111948,Soul Men,February,1375
27252,tt1111948,Soul Men,November,11652750
27253,tt1111948,Soul Men,December,364578
27254,tt0367085,Soul Plane,May,7008711
27255,tt0367085,Soul Plane,June,6941596
27256,tt0367085,Soul Plane,July,6935
27257,tt1596346,Soul Surfer,April,32964636
27258,tt1596346,Soul Surfer,May,8494424
27259,tt1596346,Soul Surfer,June,1034711
27260,tt1596346,Soul Surfer,July,417270
27261,tt2306745,Sound City,January,120514
27262,tt1748207,Sound of My Voice,April,39547
27263,tt1748207,Sound of My Voice,May,293803
27264,tt1748207,Sound of My Voice,June,74665
27265,tt7089882,Sound! Euphonium the Movie - Our Promise: A Brand New Day,July,90341
27266,tt0945513,Source Code,April,48305401
27267,tt0945513,Source Code,May,5243201
27268,tt0945513,Source Code,June,1028796
27269,tt0945513,Source Code,July,134829
27270,,South Pacific2018 Re-release,August,458000
27271,tt0405336,Southland Tales,November,156000
27272,tt0190027,Southpaw,July,26359274
27273,tt1798684,Southpaw,July,26359274
27274,tt1937444,Southpaw,July,26359274
27275,tt0190027,Southpaw,August,23243620
27276,tt1798684,Southpaw,August,23243620
27277,tt1937444,Southpaw,August,23243620
27278,tt0190027,Southpaw,September,2581031
27279,tt1798684,Southpaw,September,2581031
27280,tt1937444,Southpaw,September,2581031
27281,tt0190027,Southpaw,October,233234
27282,tt1798684,Southpaw,October,233234
27283,tt1937444,Southpaw,October,233234
27284,tt0190027,Southpaw,November,4794
27285,tt1798684,Southpaw,November,4794
27286,tt1937444,Southpaw,November,4794
27287,tt4258698,Southside with You,August,3491382
27288,tt4258698,Southside with You,September,2771682
27289,tt4258698,Southside with You,October,40876
27290,tt4258698,Southside with You,November,283
27291,tt0482603,Space Chimps,July,19250839
27292,tt0482603,Space Chimps,August,9611309
27293,tt0482603,Space Chimps,September,964133
27294,tt0482603,Space Chimps,October,233386
27295,tt0186566,Space Cowboys,August,65894106
27296,tt0186566,Space Cowboys,September,13118607
27297,tt3554046,Space Jam: A New Legacy,July,17455000
27298,tt3554046,Space Jam: A New Legacy,August,2365000
27299,tt0096149,Space Mutiny,June,397887
27300,tt0371246,Spanglish,January,15557699
27301,tt0371246,Spanglish,December,26486622
27302,tt0334237,Spare Parts,January,3049044
27303,tt3233418,Spare Parts,January,3049044
27304,tt8493998,Spare Parts,January,3049044
27305,tt0334237,Spare Parts,February,535006
27306,tt3233418,Spare Parts,February,535006
27307,tt8493998,Spare Parts,February,535006
27308,tt0334237,Spare Parts,March,34862
27309,tt3233418,Spare Parts,March,34862
27310,tt8493998,Spare Parts,March,34862
27311,tt3228088,Spark: A Space Tail,April,196458
27312,tt0075249,Sparkle,August,20378777
27313,tt0192626,Sparkle,August,20378777
27314,tt0790751,Sparkle,August,20378777
27315,tt13050290,Sparkle,August,20378777
27316,tt1876451,Sparkle,August,20378777
27317,tt5232480,Sparkle,August,20378777
27318,tt0075249,Sparkle,September,3854094
27319,tt0192626,Sparkle,September,3854094
27320,tt0790751,Sparkle,September,3854094
27321,tt13050290,Sparkle,September,3854094
27322,tt1876451,Sparkle,September,3854094
27323,tt5232480,Sparkle,September,3854094
27324,tt0360009,Spartan,March,4209915
27325,tt5925932,Spartan,March,4209915
27326,tt6887166,Spartan,March,4209915
27327,tt0360009,Spartan,April,163503
27328,tt5925932,Spartan,April,163503
27329,tt6887166,Spartan,April,163503
27330,,Speak Bachchan,July,885925
27331,tt10219512,Special Forces,October,10759
27332,tt1656192,Special Forces,October,10759
27333,tt3142636,Special Forces,October,10759
27334,tt10403254,Spectacle,November,1463071
27335,tt10403254,Spectacle,December,602416
27336,tt1928272,Spectre,January,2373231
27337,tt2379713,Spectre,January,2373231
27338,tt1928272,Spectre,February,375204
27339,tt2379713,Spectre,February,375204
27340,tt1928272,Spectre,March,218555
27341,tt2379713,Spectre,March,218555
27342,tt1928272,Spectre,April,5034
27343,tt2379713,Spectre,April,5034
27344,tt1928272,Spectre,November,176837257
27345,tt2379713,Spectre,November,176837257
27346,tt1928272,Spectre,December,20265328
27347,tt2379713,Spectre,December,20265328
27348,tt0811080,Speed Racer,May,39975291
27349,tt0811080,Speed Racer,June,2927658
27350,tt0811080,Speed Racer,July,1003322
27351,tt0811080,Speed Racer,August,39495
27352,tt1343110,Speed-Dating,June,5240
27353,tt10736580,Spell,October,149000
27354,tt2266657,Spell,October,149000
27355,tt2760782,Spell,October,149000
27356,tt3904952,Spell,October,149000
27357,tt4032248,Spell,October,149000
27358,tt6398496,Spell,October,149000
27359,tt10736580,Spell,November,347264
27360,tt2266657,Spell,November,347264
27361,tt2760782,Spell,November,347264
27362,tt3904952,Spell,November,347264
27363,tt4032248,Spell,November,347264
27364,tt6398496,Spell,November,347264
27365,tt0038109,Spellbound,May,17508
27366,tt0105455,Spellbound,May,17508
27367,tt0158986,Spellbound,May,17508
27368,tt0191486,Spellbound,May,17508
27369,tt0221321,Spellbound,May,17508
27370,tt0334405,Spellbound,May,17508
27371,tt10267770,Spellbound,May,17508
27372,tt14700514,Spellbound,May,17508
27373,tt2132405,Spellbound,May,17508
27374,tt3756814,Spellbound,May,17508
27375,tt7215232,Spellbound,May,17508
27376,tt7510984,Spellbound,May,17508
27377,tt7725374,Spellbound,May,17508
27378,tt12536294,Spencer,November,4896555
27379,tt3042804,Spencer,November,4896555
27380,tt8933086,Spencer,November,4896555
27381,tt12536294,Spencer,December,265074
27382,tt3042804,Spencer,December,265074
27383,tt8933086,Spencer,December,265074
27384,tt4625840,Spices of Liberty,March,3441
27385,tt4625840,Spices of Liberty,October,6625
27386,tt0278731,Spider,February,50779
27387,tt0309117,Spider,February,50779
27388,tt4298968,Spider,February,50779
27389,tt5636326,Spider,February,50779
27390,tt5636332,Spider,February,50779
27391,tt6131414,Spider,February,50779
27392,tt6502600,Spider,February,50779
27393,tt9611872,Spider,February,50779
27394,tt0278731,Spider,March,1016870
27395,tt0309117,Spider,March,1016870
27396,tt4298968,Spider,March,1016870
27397,tt5636326,Spider,March,1016870
27398,tt5636332,Spider,March,1016870
27399,tt6131414,Spider,March,1016870
27400,tt6502600,Spider,March,1016870
27401,tt9611872,Spider,March,1016870
27402,tt0278731,Spider,April,274498
27403,tt0309117,Spider,April,274498
27404,tt4298968,Spider,April,274498
27405,tt5636326,Spider,April,274498
27406,tt5636332,Spider,April,274498
27407,tt6131414,Spider,April,274498
27408,tt6502600,Spider,April,274498
27409,tt9611872,Spider,April,274498
27410,tt0278731,Spider,May,24920
27411,tt0309117,Spider,May,24920
27412,tt4298968,Spider,May,24920
27413,tt5636326,Spider,May,24920
27414,tt5636332,Spider,May,24920
27415,tt6131414,Spider,May,24920
27416,tt6502600,Spider,May,24920
27417,tt9611872,Spider,May,24920
27418,tt0145487,Spider-Man,May,343221702
27419,tt0145487,Spider-Man,June,52652769
27420,tt0145487,Spider-Man,July,5226975
27421,tt0145487,Spider-Man,August,386487
27422,tt0316654,Spider-Man 2,June,40442604
27423,tt0316654,Spider-Man 2,July,301329523
27424,tt0316654,Spider-Man 2,August,26348714
27425,tt0316654,Spider-Man 2,September,3337754
27426,tt0316654,Spider-Man 2,October,1128862
27427,tt0316654,Spider-Man 2,November,217578
27428,tt0413300,Spider-Man 3,May,310764055
27429,tt0413300,Spider-Man 3,June,22754107
27430,tt0413300,Spider-Man 3,July,2328879
27431,tt0413300,Spider-Man 3,August,257595
27432,,Spider-Man/Men in Black IIDouble Bill,September,3971552
27433,tt6320628,Spider-Man: Far from Home,July,351020371
27434,tt6320628,Spider-Man: Far from Home,August,32129761
27435,tt6320628,Spider-Man: Far from Home,September,7025814
27436,tt6320628,Spider-Man: Far from Home,October,356139
27437,tt2250912,Spider-Man: Homecoming,July,279991585
27438,tt2250912,Spider-Man: Homecoming,August,40409961
27439,tt2250912,Spider-Man: Homecoming,September,12154087
27440,tt2250912,Spider-Man: Homecoming,October,1380477
27441,tt2250912,Spider-Man: Homecoming,November,265030
27442,tt4633694,Spider-Man: Into the Spider-Verse,January,62729624
27443,tt4633694,Spider-Man: Into the Spider-Verse,February,14410141
27444,tt4633694,Spider-Man: Into the Spider-Verse,March,4886985
27445,tt4633694,Spider-Man: Into the Spider-Verse,April,68115
27446,tt4633694,Spider-Man: Into the Spider-Verse,December,108146445
27447,tt10872600,Spider-Man: No Way Home,January,163823971
27448,tt10872600,Spider-Man: No Way Home,February,43580398
27449,tt10872600,Spider-Man: No Way Home,March,20865391
27450,tt10872600,Spider-Man: No Way Home,April,3172628
27451,tt10872600,Spider-Man: No Way Home,May,92189
27452,tt10872600,Spider-Man: No Way Home,June,17991
27453,tt10872600,Spider-Man: No Way Home,December,572507143
27454,,Spider-Man: No Way Home2022 Re-release,September,9277255
27455,,Spider-Man: No Way Home2022 Re-release,October,553
27456,tt5814534,Spies in Disguise,January,33339247
27457,tt5814534,Spies in Disguise,February,3699469
27458,tt5814534,Spies in Disguise,March,394609
27459,tt5814534,Spies in Disguise,December,29323688
27460,tt2014351,Spinning Plates,October,20717
27461,tt2014351,Spinning Plates,November,41777
27462,tt2014351,Spinning Plates,December,13279
27463,tt0094016,Spiral,May,20228324
27464,tt0134928,Spiral,May,20228324
27465,tt0177247,Spiral,May,20228324
27466,tt0244870,Spiral,May,20228324
27467,tt0491162,Spiral,May,20228324
27468,tt10342730,Spiral,May,20228324
27469,tt13694588,Spiral,May,20228324
27470,tt14551982,Spiral,May,20228324
27471,tt1641407,Spiral,May,20228324
27472,tt18884226,Spiral,May,20228324
27473,tt19244786,Spiral,May,20228324
27474,tt2742234,Spiral,May,20228324
27475,tt3523480,Spiral,May,20228324
27476,tt4967582,Spiral,May,20228324
27477,tt5036576,Spiral,May,20228324
27478,tt5359048,Spiral,May,20228324
27479,tt5646604,Spiral,May,20228324
27480,tt5779854,Spiral,May,20228324
27481,tt8232756,Spiral,May,20228324
27482,tt8405708,Spiral,May,20228324
27483,tt9247314,Spiral,May,20228324
27484,tt9278312,Spiral,May,20228324
27485,tt0094016,Spiral,June,2941854
27486,tt0134928,Spiral,June,2941854
27487,tt0177247,Spiral,June,2941854
27488,tt0244870,Spiral,June,2941854
27489,tt0491162,Spiral,June,2941854
27490,tt10342730,Spiral,June,2941854
27491,tt13694588,Spiral,June,2941854
27492,tt14551982,Spiral,June,2941854
27493,tt1641407,Spiral,June,2941854
27494,tt18884226,Spiral,June,2941854
27495,tt19244786,Spiral,June,2941854
27496,tt2742234,Spiral,June,2941854
27497,tt3523480,Spiral,June,2941854
27498,tt4967582,Spiral,June,2941854
27499,tt5036576,Spiral,June,2941854
27500,tt5359048,Spiral,June,2941854
27501,tt5646604,Spiral,June,2941854
27502,tt5779854,Spiral,June,2941854
27503,tt8232756,Spiral,June,2941854
27504,tt8405708,Spiral,June,2941854
27505,tt9247314,Spiral,June,2941854
27506,tt9278312,Spiral,June,2941854
27507,tt0094016,Spiral,July,46344
27508,tt0134928,Spiral,July,46344
27509,tt0177247,Spiral,July,46344
27510,tt0244870,Spiral,July,46344
27511,tt0491162,Spiral,July,46344
27512,tt10342730,Spiral,July,46344
27513,tt13694588,Spiral,July,46344
27514,tt14551982,Spiral,July,46344
27515,tt1641407,Spiral,July,46344
27516,tt18884226,Spiral,July,46344
27517,tt19244786,Spiral,July,46344
27518,tt2742234,Spiral,July,46344
27519,tt3523480,Spiral,July,46344
27520,tt4967582,Spiral,July,46344
27521,tt5036576,Spiral,July,46344
27522,tt5359048,Spiral,July,46344
27523,tt5646604,Spiral,July,46344
27524,tt5779854,Spiral,July,46344
27525,tt8232756,Spiral,July,46344
27526,tt8405708,Spiral,July,46344
27527,tt9247314,Spiral,July,46344
27528,tt9278312,Spiral,July,46344
27529,tt7365040,Spiral Farm,January,212
27530,tt11084896,Spirit Untamed,June,16344290
27531,tt11084896,Spirit Untamed,July,1191015
27532,tt11084896,Spirit Untamed,August,22540
27533,tt14616504,Spirit of the Game,October,196626
27534,tt4947738,Spirit of the Game,October,196626
27535,tt7267904,Spirit of the Game,October,196626
27536,tt14616504,Spirit of the Game,November,25939
27537,tt4947738,Spirit of the Game,November,25939
27538,tt7267904,Spirit of the Game,November,25939
27539,tt0166813,Spirit: Stallion of the Cimarron,May,30227233
27540,tt0166813,Spirit: Stallion of the Cimarron,June,39394980
27541,tt0166813,Spirit: Stallion of the Cimarron,July,441139
27542,tt0166813,Spirit: Stallion of the Cimarron,August,848936
27543,tt0245429,Spirited Away,January,22921
27544,tt0245429,Spirited Away,March,1894758
27545,tt0245429,Spirited Away,April,2408335
27546,tt0245429,Spirited Away,May,6376
27547,tt0245429,Spirited Away,September,1141603
27548,tt0245429,Spirited Away,October,2963180
27549,tt0245429,Spirited Away,November,962057
27550,,Spirited Away2017 Re-release,October,903896
27551,,Spirited Away2017 Re-release,November,215783
27552,,Spirited Away2018 Re-release,October,1175067
27553,,Spirited Away2019 Re-release,October,1322927
27554,,Splice2010 Re-release,June,16353294
27555,,Splice2010 Re-release,July,642493
27556,,Splice2010 Re-release,August,14383
27557,tt0098374,Split,January,81127805
27558,tt0131597,Split,January,81127805
27559,tt0212532,Split,January,81127805
27560,tt0229739,Split,January,81127805
27561,tt0274880,Split,January,81127805
27562,tt0326201,Split,January,81127805
27563,tt1015239,Split,January,81127805
27564,tt16244642,Split,January,81127805
27565,tt23138450,Split,January,81127805
27566,tt2660118,Split,January,81127805
27567,tt3315656,Split,January,81127805
27568,tt3604256,Split,January,81127805
27569,tt4972582,Split,January,81127805
27570,tt6147768,Split,January,81127805
27571,tt0098374,Split,February,50323145
27572,tt0131597,Split,February,50323145
27573,tt0212532,Split,February,50323145
27574,tt0229739,Split,February,50323145
27575,tt0274880,Split,February,50323145
27576,tt0326201,Split,February,50323145
27577,tt1015239,Split,February,50323145
27578,tt16244642,Split,February,50323145
27579,tt23138450,Split,February,50323145
27580,tt2660118,Split,February,50323145
27581,tt3315656,Split,February,50323145
27582,tt3604256,Split,February,50323145
27583,tt4972582,Split,February,50323145
27584,tt6147768,Split,February,50323145
27585,tt0098374,Split,March,5902920
27586,tt0131597,Split,March,5902920
27587,tt0212532,Split,March,5902920
27588,tt0229739,Split,March,5902920
27589,tt0274880,Split,March,5902920
27590,tt0326201,Split,March,5902920
27591,tt1015239,Split,March,5902920
27592,tt16244642,Split,March,5902920
27593,tt23138450,Split,March,5902920
